source_id,source_file,source_row,original_question,original_answer_and_rationale,correct_option_letter,correct_option_text,generated_question_type,generated_question,generated_answer,provenance,review_status
68b5b73c6ba2,deck_22784906.csv,10,"A 24-year-old man comes to the office because of an open wound and osteomyelitis of the right elbow after sustaining a fracture of the olecranon during a fall 1 month ago. Use of the lateral arm flap for coverage of the defect is planned. Which of the following is the arterial supply to the lateral arm flap?

A) Medial collateral
B) Posterior radial collateral
C) Posterior ulnar collateral
D) Radial
E) Ulnar","The correct response is Option B.

The posterior radial collateral artery is a branch from the profunda brachial artery, which is off the brachial artery. A second branch is the anterior radial collateral artery but this is variable and of small caliber so does not contribute to the vascular supply. The posterior radial collateral artery interconnects with the radial recurrent artery off the radial artery. This will allow for reverse pedicle design. The middle or medial collateral artery is a branch off the posterior radial collateral artery in 61.5% and off the profunda brachial artery in 38.5%. It can be used as an elongated lateral flap by converting a Y to a V.

The radial, ulnar, and posterior ulnar collateral arteries are not appropriate. The radial artery supplies the radial forearm flap, a fasciocutaneous flap. The ulnar artery supplies a fasciocutaneous flap as well. The posterior ulnar recurrent artery supplies the flexor carpi ulnaris flap, which is a muscle or musculocutaneous flap.

2017",B,Posterior radial collateral,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Posterior radial collateral' the best answer for a patient like the one described?","The posterior radial collateral artery is a branch from the profunda brachial artery, which is off the brachial artery. A second branch is the anterior radial collateral artery but this is variable and of small caliber so does not contribute to the vascular supply.",Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
95d125abd071,deck_22784906.csv,11,"A 73-year-old man comes to the office for evaluation of an 8-cm mandibular defect with commensurate skin loss 6 weeks after sustaining a gunshot wound to the face. Reconstruction with a free fibula composite flap with skin paddle is planned. Which of the following arteries is the most common origin for blood supply to the skin paddle?

A) Anterior tibial
B) Peroneal
C) Popliteal
D) Posterior tibial
E) Sural","The correct response is Option B.

The skin paddle of the free fibula flap receives its vascular supply from the peroneal, posterior tibial vessels, or from both. While a majority (95.8%) of the skin paddles receive their blood supply from the peroneal septocutaneous perforators, a few receive vascular contribution from both peroneal and posterior tibial systems, a few from only the posterior tibial system, and finally, a few from the popliteal artery.

The anterior tibial and sural arteries do not typically contribute to the skin paddle of the free fibula graft.

2017",B,Peroneal,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Peroneal' the best answer for a patient like the one described?","The skin paddle of the free fibula flap receives its vascular supply from the peroneal, posterior tibial vessels, or from both. While a majority (95.8%) of the skin paddles receive their blood supply from the peroneal septocutaneous perforators, a few receive vascular contribution from both peroneal and posterior tibial systems, a few from only the posterior tibial system, and finally, a few from the popliteal artery.",Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
c4e4a373bbe2,deck_22784906.csv,12,"A 57-year-old man comes to the office because of a rectourethral fistula that developed after he underwent radiation treatment for prostate cancer. Reconstruction with a pedicled muscle-only gracilis flap is performed. From which of the following directions does the medial femoral circumflex artery pedicle enter the gracilis muscle?

A) Anterior
B) Inferior
C) Lateral
D) Medial","The correct response is Option C.

The gracilis muscle is a useful flap for perineal reconstruction. It was first described for use in rectourethral fistula repair by Ryan et al. in 1979. The gracilis muscle is the most superficial of the adductor group and can easily be found in the mid thigh, traversing between the pubic tubercle and medial femoral condyle. Its blood supply is from the profunda femoris as a direct branch or terminal branch of the medial femoral circumflex. There are multiple additional minor pedicles along the muscle’s length (Mathes and Nahai type II). The dominant pedicle enters the muscle approximately a handbreadth below the inguinal crease. It enters the deep aspect of the muscle (ie, from lateral to medial) making dissection of the superficial muscle safe and easy.

2017",C,Lateral,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Lateral' the best answer for a patient like the one described?",The gracilis muscle is a useful flap for perineal reconstruction. It was first described for use in rectourethral fistula repair by Ryan et al.,Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
a08272d846fc,deck_22784906.csv,13,"A 45-year-old man is evaluated for unstable plantar scar 3 years after undergoing skin grafting for a traumatic amputation at the tarsometatarsal joints. A photograph is shown. An anterolateral thigh flap is planned for coverage of the resultant plantar defect. Which of the following coaptations is most likely to allow for sensory recovery of the flap?

A) Lateral femoral cutaneous nerve to a deep peroneal nerve branch
B) Lateral femoral cutaneous nerve to a superficial peroneal nerve branch
C) Lateral femoral cutaneous nerve to a tibial nerve branch
D) Medial femoral cutaneous nerve to a deep peroneal nerve branch
E) Medial femoral cutaneous nerve to a tibial nerve branch","The correct response is Option C.

The medial femoral cutaneous nerve provides sensation to the anteromedial, not the anterolateral, thigh flap.

Achieving durable results after reconstruction of defects on the weight-bearing surface of the foot is challenging for two main reasons: flap donor sites (other than the medial plantar artery flap) do not have the specialized skin structures of the sole of the foot and are thus less durable than native foot skin; a transferred flap will always be less sensate than native, uninjured plantar foot skin. Flaps are thus more vulnerable to trauma because they cannot feel, and they are less able to tolerate trauma because they lack the native characteristics of plantar skin.

Coapting the sensory nerve of a flap to the native sensory nerve of the recipient area will allow a flap to recover some sensibility, and thus it may be more able to tolerate weight bearing. The sensory innervation to the anterolateral thigh flap is the lateral femoral cutaneous nerve. The sensory innervation to the plantar midfoot is the medial plantar nerve, a terminal branch of the tibial nerve.

The superficial peroneal nerve provides sensation to the dorsal foot.

The deep peroneal nerve provides sensation to the dorsal foot.

2017",C,Lateral femoral cutaneous nerve to a tibial nerve branch,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Lateral femoral cutaneous nerve to a tibial nerve branch' the best answer for a patient like the one described?","The medial femoral cutaneous nerve provides sensation to the anteromedial, not the anterolateral, thigh flap.",Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
001949cb058d,deck_22784906.csv,14,"A 58-year-old man undergoes a left hemimandibulectomy. Reconstruction with an osteocutaneous free flap harvested from the ipsilateral pelvis is planned. The vascular pedicle supplying this flap is based on which of the following arteries?

A) Ascending branch of the lateral circumflex femoral artery
B) Deep circumflex iliac artery
C) Deep inferior epigastric artery
D) Descending branch of the geniculate artery
E) Peroneal artery","The correct response is Option B.

The deep circumflex iliac artery arises from the external iliac artery and is the blood supply to the iliac crest osteocutaneous flap. This flap can be harvested either as a bone-only or an osteocutaneous free flap. It is often used in hemimandibular reconstruction because the natural curvature of the iliac crest closely resembles the shape of the hemimandible. A portion of the internal oblique muscle, based on the ascending branch of the deep circumflex iliac artery, can also be included with this flap.

The descending branch of the geniculate artery is the blood supply to the medial femoral condyle flap. The ascending branch of the lateral circumflex femoral artery is the blood supply to the tensor fascia lata flap. The peroneal artery is the blood supply to the fibula flap. The deep inferior epigastric artery is the blood supply to the rectus abdominis myocutaneous flap.

2017",B,Deep circumflex iliac artery,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Deep circumflex iliac artery' the best answer for a patient like the one described?",The deep circumflex iliac artery arises from the external iliac artery and is the blood supply to the iliac crest osteocutaneous flap. This flap can be harvested either as a bone-only or an osteocutaneous free flap.,Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
6212abb88440,deck_22784906.csv,15,"A 50-year-old man is scheduled to undergo mandibulectomy with floor of mouth resection for cancer. An osteocutaneous radial forearm free flap is being considered. Which of the following is the strongest contraindication to performing this flap?

A) Abnormal Allen test
B) Anterior mandibular tumor location
C) Defect length of 8 cm
D) History of prior radiation
E) Lack of availability of ipsilateral neck muscles as recipients","The correct response is Option A.

The osteocutaneous radial forearm free flap (OCRFFF) is based on the radial artery, one of the major sources of blood to the hand. An abnormal Allen test is a sign of insufficient ulnar artery blood flow and would be a major contraindication to utilizing this flap.

While the quantity of bone available for transfer from the radius is thought of as a limitation of this flap, many authors have reported safely harvesting up to 10 cm or more of bone length. The thickness of the bone is also a limitation and it is recommended that no more than one-third to one-half of the bone thickness be harvested to avoid an iatrogenic radial fracture, even when the remaining bone is prophylactically plated and/or bone grafted. Because of this, osseointegrated implants for dental restoration can rarely be performed. The bone component of the OCRFFF is well vascularized and associated with high rates of union and can tolerate osteotomies needed for anterior mandible restoration as well as be used for closing irradiated wounds. An advantage of this flap, in addition to providing a thin, pliable skin paddle, is that it has a long pedicle length that can often reach the inspilateral transverse cervical blood vessels or contralateral neck blood vessels without the need for interposition vein grafting.

2017",A,Abnormal Allen test,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Abnormal Allen test' the best answer for a patient like the one described?","The osteocutaneous radial forearm free flap (OCRFFF) is based on the radial artery, one of the major sources of blood to the hand. An abnormal Allen test is a sign of insufficient ulnar artery blood flow and would be a major contraindication to utilizing this flap.",Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
e4227d4a4712,deck_22784906.csv,16,"A 35-year-old paraplegic man presents with a 5 × 5-cm pressure ulcer over his left ischium involving the skin, subcutaneous tissue, and bone. After debridement, a gluteal rotation flap is planned for closure. Compared with a transposition flap, which of the following is the most significant benefit of using a rotation flap for coverage of this patient's wound?

A) Ability to reuse flap for future surgery
B) Decreased recurrence rate
C) Improved pressure relief
D) Improved scar placement
E) Improved vascularity","The correct response is Option A.

Ischial pressure ulcers can be one of the most difficult wounds for which to achieve long-term coverage and success. The best outcomes arise from multidisciplinary care teams that focus on pressure alleviation (both perioperative and chronic), nutrition, smoking cessation, muscle spasm management, and vigilant observation. Despite best efforts, ischial pressure ulcers still have up to a 70% recurrence rate. Because of high recurrence rates, surgical planning needs take potential future wounds into consideration. Large rotation or advancement flaps have the benefit of being able to be re-rotated or re-advanced, whereas transposition flaps do not, and can make future surgery more difficult. With good surgical planning, rotation and transposition flaps would not have a difference in vascularity, scar placement, pressure relief, or recurrence rates.

2016",A,Ability to reuse flap for future surgery,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Ability to reuse flap for future surgery' the best answer for a patient like the one described?","Ischial pressure ulcers can be one of the most difficult wounds for which to achieve long-term coverage and success. The best outcomes arise from multidisciplinary care teams that focus on pressure alleviation (both perioperative and chronic), nutrition, smoking cessation, muscle spasm management, and vigilant observation.",Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
d9636f0f4580,deck_22784906.csv,17,"A 53-year-old woman comes to the office with an exposed vascular graft in the left groin caused by postoperative wound infection. After operative debridement, a proximally based sartorius muscle flap is transferred to cover the graft. Several days after surgery, it is evident that the distal portion of the muscle flap is necrotic. This most likely occurred because the sartorius muscle demonstrates which of the following Mathes-Nahai types of vascular pattern?

A)
B)
C)
D)
E)","The correct response is Option D.

The sartorius muscle demonstrates a Mathes-Nahai Type IV vascular pattern with multiple segmental vascular pedicles. For this reason, it is important to preserve as many segmental pedicles as possible when transferring this flap. The sartorius flap is usually transferred as a distally based flap, and not a proximally based flap as presented in the clinical scenario. When based proximally, it is necessary to ligate multiple segmental pedicles to achieve an adequate arc of rotation, and this can lead to flap necrosis. When based distally, it is often necessary to divide 1 to 2 segmental pedicles superiorly to allow an adequate arc of rotation, but this usually does not compromise the flap. If there is any concern regarding flap perfusion, the pedicles can be temporarily clamped before division to assess the effects of pedicle ligation.

Examples of muscle flaps with the other Mathes-Nahai types of vascular pattern include the following:
Type I – tensor fascia lata
Type II – gracilis
Type III – gluteus maximus
Type V – latissimus dorsi

2016",D,,Open-ended concept retrieval,"Concept-retrieval follow-up: What is the single most important teaching point illustrated by this scenario: A 53-year-old woman comes to the office with an exposed vascular graft in the left groin caused by postoperative wound infection. After operative debridement, a proximally based sartorius muscle flap is transferred to cover the graft. Several days after surgery, it is evident ...","The sartorius muscle demonstrates a Mathes-Nahai Type IV vascular pattern with multiple segmental vascular pedicles. For this reason, it is important to preserve as many segmental pedicles as possible when transferring this flap.",Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
66eed3d893ef,deck_22784906.csv,18,"A 45-year-old man is brought to the emergency department 2 hours after sustaining an avulsion injury to the dorsum of the left hand in a motorcycle accident. Physical examination shows complete loss of the dorsal skin and exposure of the extensor tendons in the dorsal hand with no viable peritenon. Reconstruction of the defect with a lateral arm free flap is planned. Which of the following arterial pedicles will supply this flap?

A) Anterior interosseous
B) Inferior cubital cutaneous
C) Posterior radial collateral
D) Radial recurrent
E) Superior ulnar collateral","The correct response is Option C.

The correct answer is the posterior radial collateral artery, which is a branch of the profundus brachial artery. The profundus brachial artery arises from the brachial artery and accompanies the radial nerve. The posterior radial collateral artery passes posterior to the lateral intramuscular septum between the deltoid tubercle and epicondyle. The flap can be harvested from the same extremity, offering pliable tissue for soft-tissue coverage. The lateral arm flap also may be taken with muscle, bone, or cutaneous nerves for composite tissue reconstruction.

The anterior interosseous artery supplies the posterior interosseous artery flap (via its connection to the posterior interosseous artery through the distal interosseous membrane) located on the dorsum of the forearm. This flap may be reversed to cover small to moderate defects on the dorsum of the hand.

The superior ulnar collateral artery arises from the brachial artery in the upper arm. This artery is the blood supply of the medial arm flap. The medial arm flap offers the advantage of a well-hidden donor site; however, flap dissection may be extremely tedious and the flap may have significant subcutaneous fat.

The inferior cubital cutaneous artery may be used as a source of a fascial cutaneous flap in the forearm.

The radial recurrent artery arises from the radial artery below the elbow. This artery anastomoses with the radial collateral artery and can be used as a reversed pedicle flap of the lateral arm skin. This flap may reach to the level of the mid-forearm but cannot reach the hand.

2016",C,Posterior radial collateral,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Posterior radial collateral' the best answer for a patient like the one described?","The correct answer is the posterior radial collateral artery, which is a branch of the profundus brachial artery. The profundus brachial artery arises from the brachial artery and accompanies the radial nerve.",Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
712f5f1a3059,deck_22784906.csv,19,"A 45-year-old man is evaluated because of a traumatic plantar heel wound following a calcaneal fracture of the left foot. A pedicled fasciocutaneous flap from the plantar instep is designed for reconstruction. Which of the following best describes the anatomic location of the arterial pedicle of this flap?

A) Between the abductor hallucis and flexor digitorum brevis
B) Between the flexor digitorum brevis and abductor digiti minimi
C) Between the flexor hallucis brevis and adductor hallucis
D) Between the flexor hallucis longus and quadratus plantae
E) Between the tendons of the extensor hallucis longus and extensor digitorum longus","The correct response is Option A.

Reconstruction of the weightbearing plantar surface ideally requires skin that is sensate and glabrous. When possible, replacing like-with-like tissue is preferred. The donor site for the medial plantar artery flap is located on the non-weightbearing plantar surface and provides tissue that is structurally similar to the plantar area of the hind foot including fibro-fatty subcutaneous tissue and plantar fascia.

The medial plantar artery is a terminal branch of the posterior tibial artery, and lies between the abductor hallucis and flexor digitorum brevis. Fibers of the medial plantar nerve can be harvested with the flap to provide sensation. The flap can also be raised as a distally-based flap from retrograde flow through the lateral plantar artery for forefoot wounds, or as a free flap. This flap has been shown to provide reliable reconstruction of the plantar surfaces.

The lateral plantar artery runs between the flexor digitorum brevis and abductor digiti minimi. The dorsalis pedis artery runs between the extensor hallucis longus and extensor digitorum longus tendons. The remaining muscle intervals do not contain any major arterial branches used in flap reconstruction.

2016",A,Between the abductor hallucis and flexor digitorum brevis,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Between the abductor hallucis and flexor digitorum brevis' the best answer for a patient like the one described?","Reconstruction of the weightbearing plantar surface ideally requires skin that is sensate and glabrous. When possible, replacing like-with-like tissue is preferred.",Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
a2d5396c888e,deck_22784906.csv,20,"Which of the following arteries most likely supplies a vascularized bone free flap from the medial condyle of the femur?

A) Descending genicular
B) Medial femoral circumflex
C) Posterior radial collateral
D) Posterior tibial
E) Sural artery","The correct response is Option A.

There has been recent increased interest in the use of the medial condyle of the femur as a source of vascularized bone. The blood supply appears to be robust and predictable. In one study, the descending genicular artery was present in 89%, and the superior medial genicular artery was present in 100% of specimens with average distances proximal to the articular surface of 13.7 cm and 5.2 cm, respectively.

The posterior radial collateral artery is the pedicle for the lateral arm flap. The sural artery perfuses the posterior skin of the calf. The medial femoral circumflex artery lies in the upper thigh and helps supply blood to the neck of the femur. The posterior tibial artery carries blood to the plantar surface of the foot from the posterior artery.

2016",A,Descending genicular,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Descending genicular' the best answer for a patient like the one described?",There has been recent increased interest in the use of the medial condyle of the femur as a source of vascularized bone. The blood supply appears to be robust and predictable.,Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
2d3a9c1d4d1d,deck_22784906.csv,21,"A 14-year-old girl who has flexion deformities of the right wrist and fingers, numbness of the radial-volar hand, and forearm atrophy 6 months after sustaining an electrical burn to the right upper extremity is brought for evaluation. A functional free gracilis muscle transfer is planned to improve finger flexion. Which of the following nerves innervates this flap?

A) Femoral
B) Genitofemoral
C) Ilioinguinal
D) Obturator
E) Pudendal","The correct response is Option D.

The gracilis muscle is the workhorse for functional muscle transfer, and it has been successfully used to restore hand function in patients with severe Volkmann ischemic contracture. Innervation of the muscle is via a branch of the obturator nerve, which is composed of 2 to 3 fascicular bundles. The nerve length from its emergence from the obturator foramen to its insertion into the muscle averages 7.7 cm, and separation of the fascicular bundles can allow the muscle to be segmented. The other nerves listed do not innervate the gracilis muscle.

2016",D,Obturator,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Obturator' the best answer for a patient like the one described?","The gracilis muscle is the workhorse for functional muscle transfer, and it has been successfully used to restore hand function in patients with severe Volkmann ischemic contracture. Innervation of the muscle is via a branch of the obturator nerve, which is composed of 2 to 3 fascicular bundles.",Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
3aa1b5b4ef01,deck_22784906.csv,22,"A 26-year-old woman is evaluated for burns on the dorsum of the right hand. After serial debridement is performed, the patient has exposed extensor tendons, wrist capsule, and superficial radial nerve. A pedicled groin flap is planned for coverage. Which of the following vessels is most likely to supply arterial blood to the groin flap?

A) Deep circumflex iliac
B) Deep external pudendal
C) Lateral femoral circumflex
D) Superficial circumflex iliac
E) Superficial inferior epigastric","The correct response is Option D.

Although all of these vessels supply flaps in the region of the lower abdominal wall, groin, and thigh, the superficial circumflex iliac artery (SCIA) is the dominant pedicle for free or pedicled, fasciocutaneous groin flaps. The long axis of the flap is centered over a line parallel and 3 cm inferior to the inguinal ligament, with a maximum reliable width of 10 cm. The flap is harvested from lateral to medial, beginning caudad to the posterior iliac spine and extending across the sartorius muscle to femoral vessels. To improve the reliability of the flap, Scarpa's fascia should be incorporated with the flap laterally, and dissection must continue below the sartorius fascia, as the deep circumflex iliac artery (DCIA) courses between the deep investing fascia of the sartorius and Scarpa's fascia. The base of the flap can be tubed to improve wound care and allow for closure of most of the donor site.

2016",D,Superficial circumflex iliac,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Superficial circumflex iliac' the best answer for a patient like the one described?","Although all of these vessels supply flaps in the region of the lower abdominal wall, groin, and thigh, the superficial circumflex iliac artery (SCIA) is the dominant pedicle for free or pedicled, fasciocutaneous groin flaps. The long axis of the flap is centered over a line parallel and 3 cm inferior to the inguinal ligament, with a maximum reliable width of 10 cm.",Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
f773916004ae,deck_22784906.csv,23,"A 42-year-old man undergoes resection of a dermatofibrosarcoma protuberans of the lower abdomen. A 15 × 9-cm skin and subcutaneous defect results and is closed with a pedicled anterolateral thigh flap. The most common dominant blood supply to this flap is which of the following arteries?

A) Ascending branch of the lateral femoral circumflex
B) Ascending branch of the medial femoral circumflex
C) Descending branch of the lateral femoral circumflex
D) Descending branch of the medial femoral circumflex
E) Transverse branch of the lateral femoral circumflex","The correct response is Option C.

The anterolateral thigh flap (ATL) is most frequently used as a free flap. However, it is an extremely reliable and versatile pedicled flap which can be used to reconstruct a variety of lower abdominal, perineal, and pelvic defects. Proximally based ATL flaps are based on flow from the descending branch of the lateral femoral circumflex artery. The descending branch runs between the vastus lateralis laterally and the rectus femoris medially. The perforators from this vessel run through the vastus lateralis to supply the overlying skin. Perforators usually penetrate the anterior aspect of the vastus lateralis. In less than 15% of cases, the perforators run in the septum between the vastus lateralis and the rectus femoris, and in this case, no intramuscular dissection is required.

The medial femoral circumflex is the other main branch of the profunda femoris artery. It divides into the ascending superficial, deep, and acetabular branches and supplies the adductor brevis and magnus as well as the femoral neck. The lateral femoral circumflex divides into ascending, descending, and transverse branches. The ascending or transverse branch and its perforators supplies the tensor fascia lata muscle, and the descending branch supplies the rectus femoris. Its perforators supply the vastus lateralis and its overlying skin.

2016",C,Descending branch of the lateral femoral circumflex,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Descending branch of the lateral femoral circumflex' the best answer for a patient like the one described?","The anterolateral thigh flap (ATL) is most frequently used as a free flap. However, it is an extremely reliable and versatile pedicled flap which can be used to reconstruct a variety of lower abdominal, perineal, and pelvic defects.",Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
d403ecbfe787,deck_22784906.csv,24,"A 45-year-old man is evaluated 2 weeks after open reduction and internal fixation of an extra-articular fracture of the distal tibia because of wound dehiscence. Physical examination shows exposed hardware and a 5 × 3-cm open wound above the medial malleolus. After thorough debridement, hardware removal, and placement of an external fixator, the wound is closed with a perforator propeller flap based on a posterior tibial artery perforator. During dissection and inset, the flap becomes progressively swollen and blue, with brisk capillary refill noted for the entire length of the flap. Which of the following is the most appropriate next step in management?

A) Application of nitropaste
B) Free flap salvage
C) Postoperative leech therapy
D) Proximal perforator dissection to source vessel
E) Observation","The correct response is Option D.

This patient has an open wound in the distal third of the tibia closed with a propeller flap based on a perforator from the posterior tibial artery. The most common complications associated with this type of reconstruction are venous congestion and partial flap loss. If congestion is encountered during flap elevation, it is essential to dissect the perforator all the way back to the named source vessel to release all fascial attachments and any areas of potential constriction or tethering. This would be the first strategy to improve venous outflow during flap dissection. The venae comitantes accompanying the perforator are very thin-walled and susceptible to kinking, especially when flap inset requires a 180-degree rotation.

Propeller flaps are island fasciocutaneous flaps based on a single dissected perforator. They are termed “freestyle” because the design of the flap is determined intraoperatively based on the dissection of the perforator, which has variable anatomy. Ideal perforators are greater than 0.5 mm in diameter and pulsatile. Perforator flaps of the lower extremity should be designed longitudinally based on directional blood flow. Most published series report greater than 90% flap survival with an 8 to 10% rate of complications. If tension or kinking still exists after proximal perforator dissection, microsurgical venous supercharging would be the next course of action, if possible. De-rotating the flap and placing it back into the donor site as a delay procedure can be used as a last resort; however, vascular delay is traditionally used to augment the arterial inflow of a flap by allowing the choke vessels to open and organize the flow in an axial fashion. The flap remains susceptible to venous congestion when it is rotated for inset after the delay as well.

A small amount of decreased venous drainage is expected with most perforator flaps; however, it is generally mild, not progressive, and confined to the distal tip of the flap. This venous insufficiency can be observed and will generally resolve in the early postoperative period. In this case, the congestion was noted early during flap dissection along the full length of the flap. For severe early venous congestion, observation is not appropriate.

Leech therapy is often used to relieve venous congestion of flaps and replanted parts postoperatively if additional venous outflow cannot be established surgically. Abandoning further surgical efforts to plan for leeching would not be advised as an initial course of action.

The traditional reconstructive algorithm for reconstruction of distal one-third defects recommends free tissue transfer. The advent of perforator propeller flaps allows for reconstruction with available like tissue that does not involve microsurgery. Free flap reconstruction would generally be the plan following complete flap loss, but it would not be the next step in management of venous congestion.

Acute venous insufficiency should not be managed with nitropaste therapy.

2015",D,Proximal perforator dissection to source vessel,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Proximal perforator dissection to source vessel' the best answer for a patient like the one described?",This patient has an open wound in the distal third of the tibia closed with a propeller flap based on a perforator from the posterior tibial artery. The most common complications associated with this type of reconstruction are venous congestion and partial flap loss.,Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
afc8e988c24d,deck_22784906.csv,25,"A 43-year-old electrician sustains a high-voltage electrical injury and undergoes multiple debridement procedures of the right upper extremity. The hand, ulnar aspect of the forearm, and medial upper arm are spared. Two weeks following the injury, a final debridement is performed leaving a 6-cm segment of the brachial artery and median nerve exposed in the proximal forearm. Which of the following is the most appropriate method for wound coverage?

A) Above-elbow amputation
B) Dermal substitute followed by skin graft
C) Free tissue transfer
D) Local tissue flap
E) Split-thickness skin graft","The correct response is Option D.

The most appropriate method for wound coverage is a local tissue flap, which could come from the intact medial upper arm and/or ulnar aspect of the forearm. A split-thickness skin graft is not appropriate coverage for vital structures. The time it takes for a dermal substitute to vascularize and form the basis of subsequent grafting is too long to leave such vital structures exposed. Free tissue transfer is an option; however, this patient is 2 weeks out from injury and the associated hypercoagulable state is a relative contraindication if local tissues are available. Above-elbow amputation is not an appropriate option as the hand is spared and there are viable coverage options for this young manual laborer.

2014",D,Local tissue flap,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Local tissue flap' the best answer for a patient like the one described?","The most appropriate method for wound coverage is a local tissue flap, which could come from the intact medial upper arm and/or ulnar aspect of the forearm. A split-thickness skin graft is not appropriate coverage for vital structures.",Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
f1b251971b67,deck_22784906.csv,26,"A 62-year-old man is diagnosed with osteosarcoma involving the mandible. Microsurgical reconstruction with a free osseocutaneous flap using iliac bone is planned. The vascular pedicle to this flap is which of the following?

A) Deep circumflex iliac vessels
B) Deep inferior epigastric vessels
C) Superficial circumflex iliac vessels
D) Superficial femoral vessels
E) Superficial inferior epigastric vessels","The correct response is Option A.

The deep circumflex iliac artery (DCIA) arises from the lateral aspect of the external iliac artery. From its takeoff point, it travels toward the anterior superior iliac spine (ASIS) between the transversalis fascia and transversus abdominis muscle. Just medial to the ASIS, it gives off an ascending branch which supplies the internal oblique muscle. Lateral to the ascending branch, the DCIA courses through the transversalis fascia along the inner lip of the iliac crest, where it lies in the line of fusion between the iliacus and transversalis fascia, and supplies the iliac crest bone.

The deep inferior epigastric vessels supply transverse rectus abdominis myocutaneous (TRAM) and deep inferior epigastric artery perforator (DIEP) flaps. The superficial circumflex iliac vessels supply the groin flap. The superficial inferior epigastric vessels supply the superficial inferior epigastric artery (SIEA) flap, which comprises the skin and subcutaneous tissue only of the lower ipsilateral hemi-abdomen. The superficial femoral vessels supply flaps such as the sartorius muscle flap.

2014",A,Deep circumflex iliac vessels,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Deep circumflex iliac vessels' the best answer for a patient like the one described?","The deep circumflex iliac artery (DCIA) arises from the lateral aspect of the external iliac artery. From its takeoff point, it travels toward the anterior superior iliac spine (ASIS) between the transversalis fascia and transversus abdominis muscle.",Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
c4b772e9309e,deck_22784906.csv,27,"A 32-year-old male athlete sustains a contact burn to the right foot. Serial debridement results in exposure of the medial aspect of the first metatarsophalangeal joint. A photograph is shown. Which of the following is the most appropriate option for definitive wound management?

A) Amputation of the great toe
B) Bony debridement and primary closure
C) Coverage with a fasciocutaneous free flap
D) Local tissue rearrangement
E) Negative pressure wound therapy","The correct response is Option C.

The most appropriate option to obtain definitive wound coverage is a fasciocutaneous free flap harvested from outside the zone of injury. Amputation is not indicated when the majority of the great toe is viable. In addition, this would be highly morbid for this young athlete. Negative pressure wound therapy alone would promote healing by secondary intention, but with an exposed joint this would likely result in an unstable wound. Local tissue rearrangement in this area results in marked donor site morbidity. Bony debridement and primary closure may lead to a healed wound, but functional morbidity would be high in this athlete.

2014",C,Coverage with a fasciocutaneous free flap,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Coverage with a fasciocutaneous free flap' the best answer for a patient like the one described?",The most appropriate option to obtain definitive wound coverage is a fasciocutaneous free flap harvested from outside the zone of injury. Amputation is not indicated when the majority of the great toe is viable.,Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
